snippet_id,baseline,readability_score
66,Gemini,0.7951144576072693
67,stackoverflow,0.4650389850139618
67,chatgpt,0.7807338237762451
67,chatgpt2025,0.6979795694351196
67,deepseek,0.6556359529495239
67,Gemini,0.46719348430633545
68,stackoverflow,0.7749466598033905
68,chatgpt,0.6940569877624512
68,chatgpt2025,0.905013918876648
68,deepseek,0.8523745536804199
68,Gemini,0.7508168816566467
69,stackoverflow,0.6682325005531311
69,chatgpt,0.6156305074691772
69,chatgpt2025,0.5762526988983154
69,deepseek,0.5597475171089172
69,Gemini,0.16408608853816986
70,stackoverflow,0.9009175300598145
70,chatgpt,0.8791660666465759
70,chatgpt2025,0.9006086587905884
70,deepseek,0.8747195601463318
70,Gemini,0.880445122718811
71,stackoverflow,0.5270296931266785
71,chatgpt,0.665492594242096
71,chatgpt2025,0.7116985321044922
71,deepseek,0.7835391759872437
71,Gemini,0.5774006843566895
72,stackoverflow,0.9118351936340332
72,chatgpt,0.8971692323684692
72,chatgpt2025,0.8159677982330322
72,deepseek,0.8686280846595764
72,Gemini,0.6522680521011353
74,stackoverflow,0.6746726234753927
74,chatgpt,0.5500750318169594
74,chatgpt2025,0.7093506554762522
74,deepseek,0.7860253469811546
74,Gemini,0.7244907021522522
75,stackoverflow,0.7112293243408203
75,chatgpt,0.6476771235466003
75,chatgpt2025,0.5757365226745605
75,deepseek,0.6492648720741272
75,Gemini,0.6123671531677246
76,stackoverflow,0.9437513798475266
76,chatgpt,0.9142743051052094
76,chatgpt2025,0.9123382866382599
76,deepseek,0.9001781642436981
76,Gemini,0.8881479352712631
79,stackoverflow,0.8407015800476074
79,chatgpt,0.7470418810844421
79,chatgpt2025,0.7161304354667664
79,deepseek,0.6379319429397583
79,Gemini,0.618403285741806
80,stackoverflow,0.38695114850997925
80,chatgpt,0.5290238261222839
80,chatgpt2025,0.7046788930892944
80,deepseek,0.7353359460830688
80,Gemini,0.43684136867523193
81,stackoverflow,0.7347922921180725
81,chatgpt,0.8720434904098511
81,chatgpt2025,0.7276278138160706
81,deepseek,0.6068528890609741
81,Gemini,0.3186429440975189
82,stackoverflow,0.7162238359451294
82,chatgpt,0.6959118247032166
82,chatgpt2025,0.6770759224891663
82,deepseek,0.320024698972702
82,Gemini,0.8001017570495605
83,stackoverflow,0.6561691164970398
83,chatgpt,0.7172712087631226
83,chatgpt2025,0.8088611364364624
83,deepseek,0.6835936307907104
83,Gemini,0.7124050259590149
84,stackoverflow,0.5510932803153992
84,chatgpt,0.6197977662086487
84,chatgpt2025,0.8750706911087036
84,deepseek,0.8218291401863098
84,Gemini,0.6537384788195292
85,stackoverflow,0.8643467426300049
85,chatgpt,0.7790613174438477
85,chatgpt2025,0.8047612309455872
85,deepseek,0.8062068223953247
85,Gemini,0.53156977891922
86,stackoverflow,0.7887694835662842
86,chatgpt,0.8526555299758911
86,chatgpt2025,0.903255820274353
86,deepseek,0.8946375846862793
86,Gemini,0.8832841515541077
87,stackoverflow,0.6041643023490906
87,chatgpt,0.7728367149829865
87,chatgpt2025,
87,deepseek,
87,Gemini,0.6873237490653992
88,stackoverflow,0.5447552725672722
88,chatgpt,0.7254282534122467
88,chatgpt2025,0.753462165594101
88,deepseek,0.8218779861927032
88,Gemini,0.7485117316246033
89,stackoverflow,0.7829540570576986
89,chatgpt,0.5970470905303955
89,chatgpt2025,0.6781587600708008
89,deepseek,0.4392758905887604
89,Gemini,0.3504849970340729
90,stackoverflow,0.8593631982803345
90,chatgpt,0.8141270279884338
90,chatgpt2025,0.843761682510376
90,deepseek,0.9507085680961609
90,Gemini,0.8263461589813232
91,stackoverflow,0.8082462549209595
91,chatgpt,0.5568108558654785
91,chatgpt2025,0.630324125289917
91,deepseek,0.43458589911460876
91,Gemini,0.8850830554962158
92,stackoverflow,0.8633539974689484
92,chatgpt,0.5074554085731506
92,chatgpt2025,0.7647814154624939
92,deepseek,0.5380739569664001
92,Gemini,0.8691427111625671
93,stackoverflow,0.756172239780426
93,chatgpt,0.8070361018180847
93,chatgpt2025,0.943218469619751
93,deepseek,0.8640662431716919
93,Gemini,0.7814044952392578
94,stackoverflow,0.8549976604325431
94,chatgpt,0.8280920505523681
94,chatgpt2025,0.8972914516925812
94,deepseek,0.8639687746763229
94,Gemini,0.866251505083508
95,stackoverflow,0.28035619854927063
95,chatgpt,0.7382626533508301
95,chatgpt2025,0.6986618041992188
95,deepseek,0.8642367521921793
95,Gemini,0.720088541507721
96,stackoverflow,0.9707000255584717
96,chatgpt,0.8717160820960999
96,chatgpt2025,0.8447235822677612
96,deepseek,0.8073694109916687
96,Gemini,0.8981345891952515
97,stackoverflow,0.002138965530321002
97,chatgpt,0.6236458420753479
97,chatgpt2025,0.6120392680168152
97,deepseek,0.258807510137558
97,Gemini,0.6599893470605215
98,stackoverflow,0.7760986685752869
98,chatgpt,0.8925073146820068
98,chatgpt2025,0.8502993583679199
98,deepseek,0.8898732960224152
98,Gemini,0.8322238922119141
99,stackoverflow,0.8795371055603027
99,chatgpt,0.9320448637008667
99,chatgpt2025,0.92701655626297
99,deepseek,0.9506276845932007
99,Gemini,0.8302331566810608
100,stackoverflow,0.44908666610717773
100,chatgpt,0.38244572281837463
100,chatgpt2025,0.19824089109897614
100,deepseek,0.36529484391212463
100,Gemini,0.3564563989639282
101,stackoverflow,0.6970607553209577
101,chatgpt,0.8289296627044678
101,chatgpt2025,0.8259389400482178
101,deepseek,0.8296465277671814
101,Gemini,0.2564387321472168
103,stackoverflow,0.9515328407287598
103,chatgpt,0.9392132759094238
103,chatgpt2025,0.9116155505180359
103,deepseek,0.8983484506607056
103,Gemini,0.8225279331207276
104,stackoverflow,0.7075576186180115
104,chatgpt,0.8710328936576843
104,chatgpt2025,0.6674332022666931
104,deepseek,0.776411235332489
104,Gemini,0.48889538645744324
105,stackoverflow,0.7219306826591492
105,chatgpt,0.843186616897583
105,chatgpt2025,0.9100707173347473
105,deepseek,0.8480668067932129
105,Gemini,0.7128873467445374
106,stackoverflow,0.762259821097056
106,chatgpt,0.8842349350452423
106,chatgpt2025,0.9042776226997375
106,deepseek,0.8853732347488403
106,Gemini,0.6660412847995758
108,stackoverflow,0.6846128702163696
108,chatgpt,0.17561574280261993
108,chatgpt2025,0.687977984547615
108,deepseek,0.7354350686073303
108,Gemini,0.85329270362854
109,stackoverflow,0.5882136821746826
109,chatgpt,0.8045198321342468
109,chatgpt2025,0.8919694721698761
109,deepseek,0.5476760864257812
109,Gemini,0.5223536416888237
110,stackoverflow,0.8562901020050049
110,chatgpt,0.7739694714546204
110,chatgpt2025,0.8992995619773865
110,deepseek,0.9466700553894043
110,Gemini,0.8405522108078003
111,stackoverflow,0.706907331943512
111,chatgpt,0.8158307075500488
111,chatgpt2025,0.7341136336326599
111,deepseek,0.7741400599479675
111,Gemini,0.6641538739204407
112,stackoverflow,0.880548357963562
112,chatgpt,0.8709264397621155
112,chatgpt2025,0.8253198266029358
112,deepseek,0.8542367815971375
112,Gemini,0.7696526646614075
113,stackoverflow,0.7569577693939209
113,chatgpt,0.8562667965888977
113,chatgpt2025,0.9814016222953796
113,deepseek,0.9266417026519775
113,Gemini,0.9466016888618469
114,stackoverflow,0.3167440891265869
114,chatgpt,0.7692711353302002
114,chatgpt2025,0.4536457657814026
114,deepseek,0.4680550992488861
114,Gemini,0.12394607067108154
115,stackoverflow,0.4040353000164032
115,chatgpt,0.6100306510925293
115,chatgpt2025,0.6483811140060425
115,deepseek,0.5176600813865662
115,Gemini,0.30676913261413574
118,stackoverflow,0.6017597913742065
118,chatgpt,0.5859630703926086
118,chatgpt2025,0.6986719965934753
118,deepseek,0.5836455225944519
118,Gemini,0.9020764410495759
119,stackoverflow,0.7614723742008209
119,chatgpt,0.7709083259105682
119,chatgpt2025,0.7760455012321472
119,deepseek,0.7986717820167542
119,Gemini,0.7255533933639526
120,stackoverflow,0.8201127052307129
120,chatgpt,0.8128902316093445
120,chatgpt2025,0.8259751200675964
120,deepseek,0.9086411595344543
120,Gemini,0.31109797954559326
121,stackoverflow,0.7328695257504781
121,chatgpt,0.6122062802314758
121,chatgpt2025,0.7278209328651428
121,deepseek,0.6456267237663269
121,Gemini,0.7957501411437988
122,stackoverflow,0.5625225901603699
122,chatgpt,0.7900243401527405
122,chatgpt2025,0.8717672228813171
122,deepseek,0.9000826478004456
122,Gemini,0.9174617528915405
123,stackoverflow,0.40510234236717224
123,chatgpt,0.5704053640365601
123,chatgpt2025,0.7481580376625061
123,deepseek,0.9058394432067871
123,Gemini,0.7855008840560913
124,stackoverflow,0.5564289689064026
124,chatgpt,0.7944052219390869
124,chatgpt2025,0.799284040927887
124,deepseek,0.7563460767269135
124,Gemini,0.6843770146369934
125,stackoverflow,0.9150446653366089
125,chatgpt,0.9183566570281982
125,chatgpt2025,0.9234139919281006
125,deepseek,0.9234139919281006
125,Gemini,0.9664137959480286
126,stackoverflow,0.6119134426116943
126,chatgpt,0.7213047742843628
126,chatgpt2025,0.8363534808158875
126,deepseek,0.6920487880706787
126,Gemini,0.871320515871048
127,stackoverflow,0.34277990460395813
127,chatgpt,0.48102355003356934
127,chatgpt2025,0.41881969571113586
127,deepseek,0.6611347198486328
127,Gemini,0.4928418695926666
128,stackoverflow,0.8164103627204895
128,chatgpt,0.5274319648742676
128,chatgpt2025,0.7814980745315552
128,deepseek,0.6027210354804993
128,Gemini,0.8087503910064697
129,stackoverflow,0.700433611869812
129,chatgpt,0.5485587120056152
129,chatgpt2025,0.7870013117790222
129,deepseek,0.5958049893379211
129,Gemini,0.30102014541625977
130,stackoverflow,0.7188918590545654
130,chatgpt,0.6861044466495514
130,chatgpt2025,0.8403640985488892
130,deepseek,0.6849409341812134
130,Gemini,0.694291353225708
131,stackoverflow,0.8432331681251526
131,chatgpt,0.888651430606842
131,chatgpt2025,0.8723498582839966
131,deepseek,0.8723498582839966
131,Gemini,0.8710446953773499
133,stackoverflow,0.6527532977232731
133,chatgpt,0.8653048276901245
133,chatgpt2025,0.8679530620574951
133,deepseek,0.9482887387275696
133,Gemini,0.6271006464958191
134,stackoverflow,0.6564313769340515
134,chatgpt,0.9114412665367126
134,chatgpt2025,0.9345855116844177
134,deepseek,0.658194899559021
134,Gemini,0.7215957045555115
135,stackoverflow,0.3815418481826782
135,chatgpt,0.6770205497741699
135,chatgpt2025,0.8204290270805359
135,deepseek,0.847283661365509
135,Gemini,0.2859326899051666
136,stackoverflow,0.9400410354137421
136,chatgpt,0.9524273872375488
136,chatgpt2025,0.6699621081352234
136,deepseek,0.9415262341499329
136,Gemini,0.9430082440376282
137,stackoverflow,0.6875087022781372
137,chatgpt,0.8804818093776703
137,chatgpt2025,0.8508986830711365
137,deepseek,0.9030157526334127
137,Gemini,0.775831013917923
138,stackoverflow,0.6511575281620026
138,chatgpt,0.8646730184555054
138,chatgpt2025,0.7476121187210083
138,deepseek,0.6291694641113281
138,Gemini,0.7890923619270325
139,stackoverflow,0.43801912665367126
139,chatgpt,0.7113351225852966
139,chatgpt2025,0.7457223534584045
139,deepseek,0.5019147396087646
139,Gemini,0.7755880653858185
140,stackoverflow,0.8208277225494385
140,chatgpt,0.7190190553665161
140,chatgpt2025,0.8859066963195801
140,deepseek,0.7928141951560974
140,Gemini,0.48582544387318194
141,stackoverflow,0.9058951735496521
141,chatgpt,0.5904521942138672
141,chatgpt2025,0.8761351704597473
141,deepseek,0.6504579782485962
141,Gemini,0.7340406179428101
142,stackoverflow,0.8379569053649902
142,chatgpt,0.4506842593352
142,chatgpt2025,0.7268884778022766
142,deepseek,0.5298550327618917
142,Gemini,0.5668079853057861
143,stackoverflow,0.6258451342582703
143,chatgpt,0.6252344250679016
143,chatgpt2025,0.7923199534416199
143,deepseek,0.7058355212211609
143,Gemini,0.5899957418441772
144,stackoverflow,0.8086157441139221
144,chatgpt,0.7712850570678711
144,chatgpt2025,0.7908223271369934
144,deepseek,0.7879128456115723
144,Gemini,0.9339690208435059
145,stackoverflow,0.6741465330123901
145,chatgpt,0.9299627542495728
145,chatgpt2025,0.8233689069747925
145,deepseek,0.8328114748001099
145,Gemini,0.905327320098877
146,stackoverflow,0.20784476399421692
146,chatgpt,0.5680545965830485
146,chatgpt2025,0.7928838282823563
146,deepseek,0.744964063167572
146,Gemini,0.6332514069297097
147,stackoverflow,0.6519059936205546
147,chatgpt,0.21292948722839355
147,chatgpt2025,0.7671942412853241
147,deepseek,0.7566114068031311
147,Gemini,0.5738787253697714
148,stackoverflow,0.7269917726516724
148,chatgpt,0.8449335694313049
148,chatgpt2025,0.9298928380012512
148,deepseek,0.9535856246948242
148,Gemini,0.886745035648346
149,stackoverflow,0.8989713609218597
149,chatgpt,0.6480204463005066
149,chatgpt2025,0.6010795831680298
149,deepseek,0.28820356726646423
149,Gemini,0.4243810474872589
150,stackoverflow,0.6776442570345742
150,chatgpt,0.555872559081763
150,chatgpt2025,0.7022919555505117
150,deepseek,0.46073390046755475
150,Gemini,0.7661405503749847
151,stackoverflow,0.2510102689266205
151,chatgpt,0.6954260468482971
151,chatgpt2025,0.8100060224533081
151,deepseek,0.8129567503929138
151,Gemini,0.6613403211037318
152,stackoverflow,
152,chatgpt,
152,chatgpt2025,
152,deepseek,
152,Gemini,
153,stackoverflow,0.8719052672386169
153,chatgpt,0.6522681713104248
153,chatgpt2025,0.7692519128322601
153,deepseek,0.8951032161712646
153,Gemini,0.38099921867251396
154,stackoverflow,0.7617305517196655
154,chatgpt,0.849945068359375
154,chatgpt2025,0.8107529878616333
154,deepseek,0.7504162192344666
154,Gemini,0.7080210447311401
155,stackoverflow,0.7705900073051453
155,chatgpt,0.560126006603241
155,chatgpt2025,0.6842624247074127
155,deepseek,0.6806230247020721
155,Gemini,0.7261186142762502
156,stackoverflow,0.9261808395385742
156,chatgpt,0.9834699630737305
156,chatgpt2025,0.922935426235199
156,deepseek,0.941097617149353
156,Gemini,0.864855945110321
157,stackoverflow,0.6353588700294495
157,chatgpt,0.8674342036247253
157,chatgpt2025,0.8525715470314026
157,deepseek,0.6109919548034668
157,Gemini,0.7209911346435547
158,stackoverflow,0.8570552468299866
158,chatgpt,0.8796330557929145
158,chatgpt2025,0.6223418116569519
158,deepseek,0.8677470088005066
158,Gemini,0.8879057690501213
159,stackoverflow,0.9359585046768188
159,chatgpt,0.9637023210525513
159,chatgpt2025,0.9699627757072449
159,deepseek,0.9015153646469116
159,Gemini,0.693358838558197
160,stackoverflow,0.3459073305130005
160,chatgpt,0.6131335496902466
160,chatgpt2025,0.8077871799468994
160,deepseek,0.8750149607658386
160,Gemini,0.597985565662384
161,stackoverflow,0.709248423576355
161,chatgpt,0.8023732304573059
161,chatgpt2025,0.7548040747642517
161,deepseek,0.7227650880813599
161,Gemini,0.6828361749649048
162,stackoverflow,0.7669400870800018
162,chatgpt,0.7977558970451355
162,chatgpt2025,0.8477408289909363
162,deepseek,0.6542972028255463
162,Gemini,0.7298966944217682
163,stackoverflow,0.8353486657142639
163,chatgpt,0.9114226698875427
163,chatgpt2025,0.9046143889427185
163,deepseek,0.7425248622894287
163,Gemini,0.7085331082344055
164,stackoverflow,0.9139707684516907
164,chatgpt,0.7437766194343567
164,chatgpt2025,0.7870284914970398
164,deepseek,0.6680274605751038
164,Gemini,0.6454762816429138
165,stackoverflow,0.7780056595802307
165,chatgpt,0.8512966434160868
165,chatgpt2025,0.9509593546390533
165,deepseek,0.9272056818008423
165,Gemini,0.7856874465942383
167,stackoverflow,0.837066650390625
167,chatgpt,0.7337936162948608
167,chatgpt2025,0.7935131788253784
167,deepseek,0.7047785520553589
167,Gemini,0.665469765663147
168,stackoverflow,0.9043425917625427
168,chatgpt,0.8842070698738098
168,chatgpt2025,0.8945618271827698
168,deepseek,0.8945379257202148
168,Gemini,0.891518235206604
169,stackoverflow,0.9518834352493286
169,chatgpt,0.7298934459686279
169,chatgpt2025,0.7890194654464722
169,deepseek,0.7630527019500732
169,Gemini,0.7872444987297058
170,stackoverflow,0.8646866083145142
170,chatgpt,0.6882079243659973
170,chatgpt2025,0.7345389127731323
170,deepseek,0.5487216711044312
170,Gemini,0.6312770843505859
171,stackoverflow,0.9323955774307251
171,chatgpt,0.4870777130126953
171,chatgpt2025,0.9639531373977661
171,deepseek,0.8252933621406555
171,Gemini,0.660932183265686
172,stackoverflow,0.23251663148403168
172,chatgpt,0.7962912917137146
172,chatgpt2025,0.8761849403381348
172,deepseek,0.8755685687065125
172,Gemini,0.7633517980575562
173,stackoverflow,0.760207936167717
173,chatgpt,0.6266151879514966
173,chatgpt2025,0.8074381351470947
173,deepseek,0.6521709135600499
173,Gemini,0.8693033371652875
174,stackoverflow,0.6015315055847168
174,chatgpt,0.6896131038665771
174,chatgpt2025,0.4707123637199402
174,deepseek,0.677707850933075
174,Gemini,0.7262933850288391
175,stackoverflow,0.6770193576812744
175,chatgpt,0.8184105157852173
175,chatgpt2025,0.8597636818885803
175,deepseek,0.9031846523284912
175,Gemini,0.6468396484851837
176,stackoverflow,0.3931944668292999
176,chatgpt,0.7575656175613403
176,chatgpt2025,0.44491252303123474
176,deepseek,0.6521709135600499
176,Gemini,0.40942317247390747
177,stackoverflow,0.3858741521835327
177,chatgpt,0.7258708477020264
177,chatgpt2025,0.7216057181358337
177,deepseek,0.6822199821472168
177,Gemini,0.325042188167572
178,stackoverflow,0.8687579035758972
178,chatgpt,0.8856424689292908
178,chatgpt2025,0.8910190165042877
178,deepseek,0.9058628082275391
178,Gemini,0.6437220424413681
179,stackoverflow,0.2926279604434967
179,chatgpt,0.9280915558338165
179,chatgpt2025,0.8993197878201803
179,deepseek,0.9151906967163086
